region,county,state,risk_score,lat,lon
"Knox County, 29.0",Knox County,29.0,0.0168,39.8283,-98.5795
"Knox County, 31.0",Knox County,31.0,0.008723155595362186,39.8283,-98.5795
"Knox County, 39.0",Knox County,39.0,0.0144,39.8283,-98.5795
"Knox County, 47.0",Knox County,47.0,0.009516015648841858,39.8283,-98.5795
"Knox County, 48.0",Knox County,48.0,0.0126,39.8283,-98.5795
"Kodiak Island Borough, 2.0",Kodiak Island Borough,2.0,0.013908876106142998,39.8283,-98.5795
"Koochiching County, 27.0",Koochiching County,27.0,0.015899999999999997,39.8283,-98.5795
"Kootenai County, 16.0",Kootenai County,16.0,0.013416018337011337,39.8283,-98.5795
"Kosciusko County, 18.0",Kosciusko County,18.0,0.01245173066854477,39.8283,-98.5795
"Kossuth County, 19.0",Kossuth County,19.0,0.0096,39.8283,-98.5795
"Kusilvak Census Area, 2.0",Kusilvak Census Area,2.0,0.0588,39.8283,-98.5795
"La Crosse County, 55.0",La Crosse County,55.0,0.0084,39.8283,-98.5795
"La Paz County, 4.0",La Paz County,4.0,0.018,39.8283,-98.5795
"La Plata County, 8.0",La Plata County,8.0,0.012773153372108936,39.8283,-98.5795
"La Salle County, 48.0",La Salle County,48.0,0.015387453138828278,39.8283,-98.5795
"Labette County, 20.0",Labette County,20.0,0.0141,39.8283,-98.5795
"Lac Qui Parle County, 27.0",Lac Qui Parle County,27.0,0.00880887359380722,39.8283,-98.5795
"Lackawanna County, 42.0",Lackawanna County,42.0,0.015600000000000001,39.8283,-98.5795
"Laclede County, 29.0",Laclede County,29.0,0.0165,39.8283,-98.5795
"Lafayette County, 12.0",Lafayette County,12.0,0.0168,39.8283,-98.5795
"Lafayette County, 28.0",Lafayette County,28.0,0.0108,39.8283,-98.5795
"Lafayette County, 29.0",Lafayette County,29.0,0.013200000000000002,39.8283,-98.5795
"Lafayette County, 5.0",Lafayette County,5.0,0.0174,39.8283,-98.5795
"Lafayette County, 55.0",Lafayette County,55.0,0.00795173179358244,39.8283,-98.5795
"Lafayette Parish, 22.0",Lafayette Parish,22.0,0.011337443254888058,39.8283,-98.5795
"Lafourche Parish, 22.0",Lafourche Parish,22.0,0.0121088782325387,39.8283,-98.5795
"Lagrange County, 18.0",Lagrange County,18.0,0.01116601750254631,39.8283,-98.5795
"Lajas Municipio, 72.0",Lajas Municipio,72.0,0.033,39.8283,-98.5795
"Lake And Peninsula Borough, 2.0",Lake And Peninsula Borough,2.0,0.01740173064172268,39.8283,-98.5795
"Lake County, 12.0",Lake County,12.0,0.0138,39.8283,-98.5795
"Lake County, 17.0",Lake County,17.0,0.0138,39.8283,-98.5795
"Lake County, 18.0",Lake County,18.0,0.0168017391115427,39.8283,-98.5795
"Lake County, 26.0",Lake County,26.0,0.02299458719789982,39.8283,-98.5795
"Lake County, 27.0",Lake County,27.0,0.0111,39.8283,-98.5795
"Lake County, 30.0",Lake County,30.0,0.0111,39.8283,-98.5795
"Lake County, 39.0",Lake County,39.0,0.011787442490458488,39.8283,-98.5795
"Lake County, 41.0",Lake County,41.0,0.01699458807706833,39.8283,-98.5795
"Lake County, 46.0",Lake County,46.0,0.006,39.8283,-98.5795
"Lake County, 47.0",Lake County,47.0,0.015108869411051273,39.8283,-98.5795
"Lake County, 6.0",Lake County,6.0,0.021601727232336998,39.8283,-98.5795
"Lake County, 8.0",Lake County,8.0,0.011294589377939701,39.8283,-98.5795
"Lake Of The Woods County, 27.0",Lake Of The Woods County,27.0,0.0147,39.8283,-98.5795
"Lamar County, 1.0",Lamar County,1.0,0.010394587181508541,39.8283,-98.5795
"Lamar County, 13.0",Lamar County,13.0,0.013544593937695026,39.8283,-98.5795
"Lamar County, 28.0",Lamar County,28.0,0.0111,39.8283,-98.5795
"Lamar County, 48.0",Lamar County,48.0,0.0138,39.8283,-98.5795
"Lamb County, 48.0",Lamb County,48.0,0.0126,39.8283,-98.5795
"Lamoille County, 50.0",Lamoille County,50.0,0.008530300110578537,39.8283,-98.5795
"Lamoure County, 38.0",Lamoure County,38.0,0.00728744687512517,39.8283,-98.5795
"Lampasas County, 48.0",Lampasas County,48.0,0.0141,39.8283,-98.5795
"Lancaster County, 31.0",Lancaster County,31.0,0.008423160761594772,39.8283,-98.5795
"Lancaster County, 42.0",Lancaster County,42.0,0.012299999999999998,39.8283,-98.5795
"Lancaster County, 45.0",Lancaster County,45.0,0.015899999999999997,39.8283,-98.5795
"Lancaster County, 51.0",Lancaster County,51.0,0.013844587840139866,39.8283,-98.5795
"Lander County, 32.0",Lander County,32.0,0.016073159873485565,39.8283,-98.5795
"Lane County, 20.0",Lane County,20.0,0.015600000000000001,39.8283,-98.5795
"Lane County, 41.0",Lane County,41.0,0.0168,39.8283,-98.5795
"Langlade County, 55.0",Langlade County,55.0,0.011530301533639431,39.8283,-98.5795
"Lanier County, 13.0",Lanier County,13.0,0.01324458234012127,39.8283,-98.5795
"Lapeer County, 26.0",Lapeer County,26.0,0.015087438747286797,39.8283,-98.5795
"Laporte County, 18.0",Laporte County,18.0,0.013566024601459503,39.8283,-98.5795
"Laramie County, 56.0",Laramie County,56.0,0.010373159311711788,39.8283,-98.5795
"Lares Municipio, 72.0",Lares Municipio,72.0,0.025799999999999997,39.8283,-98.5795
"Larimer County, 8.0",Larimer County,8.0,0.01324458234012127,39.8283,-98.5795
"Larue County, 21.0",Larue County,21.0,0.015301735140383244,39.8283,-98.5795
"Las Animas County, 8.0",Las Animas County,8.0,0.020058870315551758,39.8283,-98.5795
"Las Marias Municipio, 72.0",Las Marias Municipio,72.0,0.060599999999999994,39.8283,-98.5795
"Las Piedras Municipio, 72.0",Las Piedras Municipio,72.0,0.0225,39.8283,-98.5795
"Lasalle County, 17.0",Lasalle County,17.0,0.0165,39.8283,-98.5795
"Lasalle Parish, 22.0",Lasalle Parish,22.0,0.011530301533639431,39.8283,-98.5795
"Lassen County, 6.0",Lassen County,6.0,0.01885887235403061,39.8283,-98.5795
"Latah County, 16.0",Latah County,16.0,0.0105,39.8283,-98.5795
"Latimer County, 40.0",Latimer County,40.0,0.0126,39.8283,-98.5795
"Lauderdale County, 1.0",Lauderdale County,1.0,0.01022315863519907,39.8283,-98.5795
"Lauderdale County, 28.0",Lauderdale County,28.0,0.012899999999999998,39.8283,-98.5795
"Lauderdale County, 47.0",Lauderdale County,47.0,0.0153660224750638,39.8283,-98.5795
"Laurel County, 21.0",Laurel County,21.0,0.019008873030543327,39.8283,-98.5795
"Laurens County, 13.0",Laurens County,13.0,0.013030306436121464,39.8283,-98.5795
"Laurens County, 45.0",Laurens County,45.0,0.015899999999999997,39.8283,-98.5795
"Lavaca County, 48.0",Lavaca County,48.0,0.0108,39.8283,-98.5795
"Lawrence County, 1.0",Lawrence County,1.0,0.008658874779939651,39.8283,-98.5795
"Lawrence County, 17.0",Lawrence County,17.0,0.015299999999999998,39.8283,-98.5795
"Lawrence County, 18.0",Lawrence County,18.0,0.012644587084650993,39.8283,-98.5795
"Lawrence County, 21.0",Lawrence County,21.0,0.02398030459880829,39.8283,-98.5795
"Lawrence County, 28.0",Lawrence County,28.0,0.0144,39.8283,-98.5795
"Lawrence County, 29.0",Lawrence County,29.0,0.0147,39.8283,-98.5795
"Lawrence County, 39.0",Lawrence County,39.0,0.0177,39.8283,-98.5795
"Lawrence County, 42.0",Lawrence County,42.0,0.015,39.8283,-98.5795
"Lawrence County, 46.0",Lawrence County,46.0,0.0063,39.8283,-98.5795
"Lawrence County, 47.0",Lawrence County,47.0,0.012816010043025017,39.8283,-98.5795
"Lawrence County, 5.0",Lawrence County,5.0,0.013200000000000002,39.8283,-98.5795
"Le Flore County, 40.0",Le Flore County,40.0,0.0126,39.8283,-98.5795
"Le Sueur County, 27.0",Le Sueur County,27.0,0.012794582173228264,39.8283,-98.5795
"Lea County, 35.0",Lea County,35.0,0.010823158547282219,39.8283,-98.5795
"Leake County, 28.0",Leake County,28.0,0.011399999999999999,39.8283,-98.5795
"Leavenworth County, 20.0",Leavenworth County,20.0,0.0135,39.8283,-98.5795
"Lebanon County, 42.0",Lebanon County,42.0,0.0135,39.8283,-98.5795
"Lee County, 1.0",Lee County,1.0,0.008851730264723301,39.8283,-98.5795
"Lee County, 12.0",Lee County,12.0,0.0144,39.8283,-98.5795
"Lee County, 13.0",Lee County,13.0,0.009,39.8283,-98.5795
"Lee County, 17.0",Lee County,17.0,0.0141,39.8283,-98.5795
"Lee County, 19.0",Lee County,19.0,0.015600000000000001,39.8283,-98.5795
"Lee County, 21.0",Lee County,21.0,0.017273152247071266,39.8283,-98.5795
"Lee County, 28.0",Lee County,28.0,0.0117,39.8283,-98.5795
"Lee County, 37.0",Lee County,37.0,0.0117,39.8283,-98.5795
"Lee County, 45.0",Lee County,45.0,0.01885887235403061,39.8283,-98.5795
"Lee County, 48.0",Lee County,48.0,0.011399999999999999,39.8283,-98.5795
"Lee County, 5.0",Lee County,5.0,0.0186,39.8283,-98.5795
"Lee County, 51.0",Lee County,51.0,0.015,39.8283,-98.5795
"Leelanau County, 26.0",Leelanau County,26.0,0.015001721680164337,39.8283,-98.5795
"Leflore County, 28.0",Leflore County,28.0,0.0195,39.8283,-98.5795
"Lehigh County, 42.0",Lehigh County,42.0,0.015600000000000001,39.8283,-98.5795
"Lemhi County, 16.0",Lemhi County,16.0,0.01245173066854477,39.8283,-98.5795
"Lenawee County, 26.0",Lenawee County,26.0,0.016737449914216995,39.8283,-98.5795
"Lenoir County, 37.0",Lenoir County,37.0,0.012899999999999998,39.8283,-98.5795
"Leon County, 12.0",Leon County,12.0,0.0141,39.8283,-98.5795
"Leon County, 48.0",Leon County,48.0,0.0135,39.8283,-98.5795
"Leslie County, 21.0",Leslie County,21.0,0.01870886981487274,39.8283,-98.5795
"Letcher County, 21.0",Letcher County,21.0,0.01928744465112686,39.8283,-98.5795
"Levy County, 12.0",Levy County,12.0,0.015899999999999997,39.8283,-98.5795
"Lewis And Clark County, 30.0",Lewis And Clark County,30.0,0.0084,39.8283,-98.5795
"Lewis County, 16.0",Lewis County,16.0,0.015899999999999997,39.8283,-98.5795
"Lewis County, 21.0",Lewis County,21.0,0.027516016736626625,39.8283,-98.5795
"Lewis County, 29.0",Lewis County,29.0,0.0165,39.8283,-98.5795
"Lewis County, 36.0",Lewis County,36.0,0.012216017581522465,39.8283,-98.5795
"Lewis County, 47.0",Lewis County,47.0,0.012473158538341522,39.8283,-98.5795
"Lewis County, 53.0",Lewis County,53.0,0.017037443816661835,39.8283,-98.5795
"Lewis County, 54.0",Lewis County,54.0,0.0141,39.8283,-98.5795
"Lexington City, 51.0",Lexington City,51.0,0.0186,39.8283,-98.5795
"Lexington County, 45.0",Lexington County,45.0,0.0126,39.8283,-98.5795
"Liberty County, 12.0",Liberty County,12.0,0.015299999999999998,39.8283,-98.5795
"Liberty County, 13.0",Liberty County,13.0,0.012366012670099735,39.8283,-98.5795
"Liberty County, 30.0",Liberty County,30.0,0.005958873778581619,39.8283,-98.5795
"Liberty County, 48.0",Liberty County,48.0,0.0183,39.8283,-98.5795
"Licking County, 39.0",Licking County,39.0,0.0141,39.8283,-98.5795
"Limestone County, 1.0",Limestone County,1.0,0.008016020990908146,39.8283,-98.5795
"Limestone County, 48.0",Limestone County,48.0,0.0144,39.8283,-98.5795
"Lincoln County, 13.0",Lincoln County,13.0,0.012901730835437775,39.8283,-98.5795
"Lincoln County, 16.0",Lincoln County,16.0,0.012044587172567844,39.8283,-98.5795
"Lincoln County, 20.0",Lincoln County,20.0,0.01418744120746851,39.8283,-98.5795
"Lincoln County, 21.0",Lincoln County,21.0,0.01858031190931797,39.8283,-98.5795
"Lincoln County, 23.0",Lincoln County,23.0,0.010137442499399185,39.8283,-98.5795
"Lincoln County, 27.0",Lincoln County,27.0,0.0117,39.8283,-98.5795
"Lincoln County, 28.0",Lincoln County,28.0,0.013200000000000002,39.8283,-98.5795
"Lincoln County, 29.0",Lincoln County,29.0,0.012299999999999998,39.8283,-98.5795
"Lincoln County, 30.0",Lincoln County,30.0,0.016051730141043663,39.8283,-98.5795
"Lincoln County, 31.0",Lincoln County,31.0,0.008423160761594772,39.8283,-98.5795
"Lincoln County, 32.0",Lincoln County,32.0,0.015301735140383244,39.8283,-98.5795
"Lincoln County, 35.0",Lincoln County,35.0,0.014787446707487106,39.8283,-98.5795
"Lincoln County, 37.0",Lincoln County,37.0,0.0108,39.8283,-98.5795
"Lincoln County, 40.0",Lincoln County,40.0,0.0111,39.8283,-98.5795
"Lincoln County, 41.0",Lincoln County,41.0,0.0186,39.8283,-98.5795
"Lincoln County, 46.0",Lincoln County,46.0,0.006,39.8283,-98.5795
"Lincoln County, 47.0",Lincoln County,47.0,0.011294589377939701,39.8283,-98.5795
"Lincoln County, 5.0",Lincoln County,5.0,0.01639457978308201,39.8283,-98.5795
"Lincoln County, 53.0",Lincoln County,53.0,0.017273152247071266,39.8283,-98.5795
"Lincoln County, 54.0",Lincoln County,54.0,0.015600000000000001,39.8283,-98.5795
"Lincoln County, 55.0",Lincoln County,55.0,0.010608873330056667,39.8283,-98.5795
"Lincoln County, 56.0",Lincoln County,56.0,0.00880887359380722,39.8283,-98.5795
"Lincoln County, 8.0",Lincoln County,8.0,0.015773162245750427,39.8283,-98.5795
"Lincoln Parish, 22.0",Lincoln Parish,22.0,0.014851734973490238,39.8283,-98.5795
"Linn County, 19.0",Linn County,19.0,0.0168,39.8283,-98.5795
"Linn County, 20.0",Linn County,20.0,0.018,39.8283,-98.5795
"Linn County, 29.0",Linn County,29.0,0.0144,39.8283,-98.5795
"Linn County, 41.0",Linn County,41.0,0.018,39.8283,-98.5795
"Lipscomb County, 48.0",Lipscomb County,48.0,0.0108,39.8283,-98.5795
"Little River County, 5.0",Little River County,5.0,0.012299999999999998,39.8283,-98.5795
"Live Oak County, 48.0",Live Oak County,48.0,0.0165,39.8283,-98.5795
"Livingston County, 17.0",Livingston County,17.0,0.0126,39.8283,-98.5795
"Livingston County, 21.0",Livingston County,21.0,0.017423158511519432,39.8283,-98.5795
"Livingston County, 26.0",Livingston County,26.0,0.010630302131175995,39.8283,-98.5795
"Livingston County, 29.0",Livingston County,29.0,0.0126,39.8283,-98.5795
"Livingston County, 36.0",Livingston County,36.0,0.011399999999999999,39.8283,-98.5795
"Livingston Parish, 22.0",Livingston Parish,22.0,0.011766014620661736,39.8283,-98.5795
"Llano County, 48.0",Llano County,48.0,0.0141,39.8283,-98.5795
"Logan County, 17.0",Logan County,17.0,0.015,39.8283,-98.5795
"Logan County, 20.0",Logan County,20.0,0.0105,39.8283,-98.5795
"Logan County, 21.0",Logan County,21.0,0.01568744331598282,39.8283,-98.5795
"Logan County, 31.0",Logan County,31.0,0.00964458379894495,39.8283,-98.5795
"Logan County, 38.0",Logan County,38.0,0.00786601472645998,39.8283,-98.5795
"Logan County, 39.0",Logan County,39.0,0.0135,39.8283,-98.5795
"Logan County, 40.0",Logan County,40.0,0.0099,39.8283,-98.5795
"Logan County, 5.0",Logan County,5.0,0.013200000000000002,39.8283,-98.5795
"Logan County, 54.0",Logan County,54.0,0.015899999999999997,39.8283,-98.5795
"Logan County, 8.0",Logan County,8.0,0.01191601250320673,39.8283,-98.5795
"Loiza Municipio, 72.0",Loiza Municipio,72.0,0.0183,39.8283,-98.5795
"Long County, 13.0",Long County,13.0,0.0117,39.8283,-98.5795
"Lonoke County, 5.0",Lonoke County,5.0,0.0108,39.8283,-98.5795
"Lorain County, 39.0",Lorain County,39.0,0.013201722875237465,39.8283,-98.5795
"Los Alamos County, 35.0",Los Alamos County,35.0,0.005894587840884924,39.8283,-98.5795
"Los Angeles County, 6.0",Los Angeles County,6.0,0.0189,39.8283,-98.5795
"Loudon County, 47.0",Loudon County,47.0,0.010630302131175995,39.8283,-98.5795
"Loudoun County, 51.0",Loudoun County,51.0,0.0108,39.8283,-98.5795
"Louisa County, 19.0",Louisa County,19.0,0.0126,39.8283,-98.5795
"Louisa County, 51.0",Louisa County,51.0,0.0117,39.8283,-98.5795
"Loup County, 31.0",Loup County,31.0,0.013308871537446976,39.8283,-98.5795
"Love County, 40.0",Love County,40.0,0.018,39.8283,-98.5795
"Loving County, 48.0",Loving County,48.0,0.0037945862859487534,39.8283,-98.5795
"Lower Connecticut River Valley Planning Region, 9.0",Lower Connecticut River Valley Planning Region,9.0,0.0096,39.8283,-98.5795
"Lowndes County, 1.0",Lowndes County,1.0,0.015,39.8283,-98.5795
"Lowndes County, 13.0",Lowndes County,13.0,0.012258871458470821,39.8283,-98.5795
"Lowndes County, 28.0",Lowndes County,28.0,0.013200000000000002,39.8283,-98.5795
"Lubbock County, 48.0",Lubbock County,48.0,0.012,39.8283,-98.5795
"Lucas County, 19.0",Lucas County,19.0,0.012899999999999998,39.8283,-98.5795
"Lucas County, 39.0",Lucas County,39.0,0.020037436857819557,39.8283,-98.5795
"Luce County, 26.0",Luce County,26.0,0.025244571268558502,39.8283,-98.5795
"Lumpkin County, 13.0",Lumpkin County,13.0,0.0111,39.8283,-98.5795
"Luna County, 35.0",Luna County,35.0,0.03718028590083122,39.8283,-98.5795
"Lunenburg County, 51.0",Lunenburg County,51.0,0.0144,39.8283,-98.5795
"Luquillo Municipio, 72.0",Luquillo Municipio,72.0,0.0216,39.8283,-98.5795
"Luzerne County, 42.0",Luzerne County,42.0,0.0171,39.8283,-98.5795
"Lycoming County, 42.0",Lycoming County,42.0,0.015,39.8283,-98.5795
"Lyman County, 46.0",Lyman County,46.0,0.0069,39.8283,-98.5795
"Lynchburg City, 51.0",Lynchburg City,51.0,0.0144,39.8283,-98.5795
"Lynn County, 48.0",Lynn County,48.0,0.011399999999999999,39.8283,-98.5795
"Lyon County, 19.0",Lyon County,19.0,0.0084,39.8283,-98.5795
"Lyon County, 20.0",Lyon County,20.0,0.0168,39.8283,-98.5795
"Lyon County, 21.0",Lyon County,21.0,0.016673162579536438,39.8283,-98.5795
"Lyon County, 27.0",Lyon County,27.0,0.012299999999999998,39.8283,-98.5795
"Lyon County, 32.0",Lyon County,32.0,0.015730304643511772,39.8283,-98.5795
"Mackinac County, 26.0",Mackinac County,26.0,0.030708856880664825,39.8283,-98.5795
"Macomb County, 26.0",Macomb County,26.0,0.014894594438374043,39.8283,-98.5795
"Macon County, 1.0",Macon County,1.0,0.0136945815756917,39.8283,-98.5795
"Macon County, 13.0",Macon County,13.0,0.0144,39.8283,-98.5795
"Macon County, 17.0",Macon County,17.0,0.0186,39.8283,-98.5795
"Macon County, 29.0",Macon County,29.0,0.015,39.8283,-98.5795
"Macon County, 37.0",Macon County,37.0,0.0111,39.8283,-98.5795
"Macon County, 47.0",Macon County,47.0,0.009366018697619438,39.8283,-98.5795
"Macoupin County, 17.0",Macoupin County,17.0,0.0144,39.8283,-98.5795
"Madera County, 6.0",Madera County,6.0,0.023294586688280106,39.8283,-98.5795
"Madison County, 1.0",Madison County,1.0,0.008144587278366089,39.8283,-98.5795
"Madison County, 12.0",Madison County,12.0,0.0165,39.8283,-98.5795
"Madison County, 13.0",Madison County,13.0,0.010116014629602432,39.8283,-98.5795
"Madison County, 16.0",Madison County,16.0,0.015,39.8283,-98.5795
"Madison County, 17.0",Madison County,17.0,0.013200000000000002,39.8283,-98.5795
"Madison County, 18.0",Madison County,18.0,0.012151732109487057,39.8283,-98.5795
"Madison County, 19.0",Madison County,19.0,0.0108,39.8283,-98.5795
"Madison County, 21.0",Madison County,21.0,0.015237446874380112,39.8283,-98.5795
"Madison County, 28.0",Madison County,28.0,0.0102,39.8283,-98.5795
"Madison County, 29.0",Madison County,29.0,0.016200000000000003,39.8283,-98.5795
"Madison County, 30.0",Madison County,30.0,0.014551723375916481,39.8283,-98.5795
"Madison County, 31.0",Madison County,31.0,0.008616016246378422,39.8283,-98.5795
"Madison County, 36.0",Madison County,36.0,0.0117,39.8283,-98.5795
"Madison County, 37.0",Madison County,37.0,0.014744587242603302,39.8283,-98.5795
"Madison County, 39.0",Madison County,39.0,0.013200000000000002,39.8283,-98.5795
"Madison County, 47.0",Madison County,47.0,0.012644587084650993,39.8283,-98.5795
"Madison County, 48.0",Madison County,48.0,0.015600000000000001,39.8283,-98.5795
"Madison County, 5.0",Madison County,5.0,0.0099,39.8283,-98.5795
"Madison County, 51.0",Madison County,51.0,0.0093,39.8283,-98.5795
"Madison Parish, 22.0",Madison Parish,22.0,0.022780293598771095,39.8283,-98.5795
"Magoffin County, 21.0",Magoffin County,21.0,0.028394587337970734,39.8283,-98.5795
"Mahaska County, 19.0",Mahaska County,19.0,0.0093,39.8283,-98.5795
"Mahnomen County, 27.0",Mahnomen County,27.0,0.018,39.8283,-98.5795
"Mahoning County, 39.0",Mahoning County,39.0,0.0171,39.8283,-98.5795
"Major County, 40.0",Major County,40.0,0.0096,39.8283,-98.5795
"Malheur County, 41.0",Malheur County,41.0,0.0135,39.8283,-98.5795
"Manassas City, 51.0",Manassas City,51.0,0.0099,39.8283,-98.5795
"Manassas Park City, 51.0",Manassas Park City,51.0,0.0102,39.8283,-98.5795
"Manatee County, 12.0",Manatee County,12.0,0.0141,39.8283,-98.5795
"Manati Municipio, 72.0",Manati Municipio,72.0,0.021299999999999996,39.8283,-98.5795
"Manistee County, 26.0",Manistee County,26.0,0.020530298352241516,39.8283,-98.5795
"Manitowoc County, 55.0",Manitowoc County,55.0,0.008873160928487778,39.8283,-98.5795
"Marathon County, 55.0",Marathon County,55.0,0.0084,39.8283,-98.5795
"Marengo County, 1.0",Marengo County,1.0,0.0126874428242445,39.8283,-98.5795
"Maricao Municipio, 72.0",Maricao Municipio,72.0,0.0939,39.8283,-98.5795
"Maricopa County, 4.0",Maricopa County,4.0,0.012299999999999998,39.8283,-98.5795
"Maries County, 29.0",Maries County,29.0,0.013200000000000002,39.8283,-98.5795
"Marin County, 6.0",Marin County,6.0,0.0138,39.8283,-98.5795
"Marinette County, 55.0",Marinette County,55.0,0.01245173066854477,39.8283,-98.5795
"Marion County, 1.0",Marion County,1.0,0.010866014286875725,39.8283,-98.5795
"Marion County, 12.0",Marion County,12.0,0.0165,39.8283,-98.5795
"Marion County, 13.0",Marion County,13.0,0.01172315888106823,39.8283,-98.5795
"Marion County, 17.0",Marion County,17.0,0.015600000000000001,39.8283,-98.5795
"Marion County, 18.0",Marion County,18.0,0.012237446382641792,39.8283,-98.5795
"Marion County, 19.0",Marion County,19.0,0.0093,39.8283,-98.5795
"Marion County, 20.0",Marion County,20.0,0.012216017581522465,39.8283,-98.5795
"Marion County, 21.0",Marion County,21.0,0.017316007986664772,39.8283,-98.5795
"Marion County, 28.0",Marion County,28.0,0.0144,39.8283,-98.5795
"Marion County, 29.0",Marion County,29.0,0.0141,39.8283,-98.5795
"Marion County, 39.0",Marion County,39.0,0.015299999999999998,39.8283,-98.5795
"Marion County, 41.0",Marion County,41.0,0.016200000000000003,39.8283,-98.5795
"Marion County, 45.0",Marion County,45.0,0.0201,39.8283,-98.5795
"Marion County, 47.0",Marion County,47.0,0.012880302034318447,39.8283,-98.5795
"Marion County, 48.0",Marion County,48.0,0.0195,39.8283,-98.5795
"Marion County, 5.0",Marion County,5.0,0.0183,39.8283,-98.5795
"Marion County, 54.0",Marion County,54.0,0.012899999999999998,39.8283,-98.5795
"Mariposa County, 6.0",Mariposa County,6.0,0.016951730474829674,39.8283,-98.5795
"Marlboro County, 45.0",Marlboro County,45.0,0.0252,39.8283,-98.5795
"Marquette County, 26.0",Marquette County,26.0,0.017873158678412437,39.8283,-98.5795
"Marquette County, 55.0",Marquette County,55.0,0.011337443254888058,39.8283,-98.5795
"Marshall County, 1.0",Marshall County,1.0,0.008251724764704704,39.8283,-98.5795
"Marshall County, 17.0",Marshall County,17.0,0.0147,39.8283,-98.5795
"Marshall County, 18.0",Marshall County,18.0,0.011830301955342293,39.8283,-98.5795
"Marshall County, 19.0",Marshall County,19.0,0.01819458045065403,39.8283,-98.5795
"Marshall County, 20.0",Marshall County,20.0,0.0105,39.8283,-98.5795
"Marshall County, 21.0",Marshall County,21.0,0.016758883371949196,39.8283,-98.5795
"Marshall County, 27.0",Marshall County,27.0,0.015299999999999998,39.8283,-98.5795
"Marshall County, 28.0",Marshall County,28.0,0.0144,39.8283,-98.5795
"Marshall County, 40.0",Marshall County,40.0,0.0108,39.8283,-98.5795
"Marshall County, 46.0",Marshall County,46.0,0.006216015201061964,39.8283,-98.5795
"Marshall County, 47.0",Marshall County,47.0,0.011444581672549248,39.8283,-98.5795
"Marshall County, 54.0",Marshall County,54.0,0.013094593770802021,39.8283,-98.5795
"Martin County, 12.0",Martin County,12.0,0.0141,39.8283,-98.5795
"Martin County, 18.0",Martin County,18.0,0.00964458379894495,39.8283,-98.5795
"Martin County, 21.0",Martin County,21.0,0.028908856213092804,39.8283,-98.5795
"Martin County, 27.0",Martin County,27.0,0.0135,39.8283,-98.5795
"Martin County, 37.0",Martin County,37.0,0.012899999999999998,39.8283,-98.5795
"Martin County, 48.0",Martin County,48.0,0.0117,39.8283,-98.5795
"Martinsville City, 51.0",Martinsville City,51.0,0.0168,39.8283,-98.5795
"Mason County, 17.0",Mason County,17.0,0.015,39.8283,-98.5795
"Mason County, 21.0",Mason County,21.0,0.019801730290055275,39.8283,-98.5795
"Mason County, 26.0",Mason County,26.0,0.019694587215781212,39.8283,-98.5795
"Mason County, 48.0",Mason County,48.0,0.012,39.8283,-98.5795
"Mason County, 53.0",Mason County,53.0,0.016200000000000003,39.8283,-98.5795
"Mason County, 54.0",Mason County,54.0,0.012299999999999998,39.8283,-98.5795
"Massac County, 17.0",Massac County,17.0,0.0138,39.8283,-98.5795
"Matagorda County, 48.0",Matagorda County,48.0,0.0198,39.8283,-98.5795
"Matanuska-Susitna Borough, 2.0",Matanuska-Susitna Borough,2.0,0.015237446874380112,39.8283,-98.5795
"Mathews County, 51.0",Mathews County,51.0,0.011399999999999999,39.8283,-98.5795
"Maui County, 15.0",Maui County,15.0,0.010523153468966484,39.8283,-98.5795
"Maunabo Municipio, 72.0",Maunabo Municipio,72.0,0.0339,39.8283,-98.5795
"Maury County, 47.0",Maury County,47.0,0.010630302131175995,39.8283,-98.5795
"Maverick County, 48.0",Maverick County,48.0,0.0267,39.8283,-98.5795
"Mayaguez Municipio, 72.0",Mayaguez Municipio,72.0,0.0315,39.8283,-98.5795
"Mayes County, 40.0",Mayes County,40.0,0.0108,39.8283,-98.5795
"Mcclain County, 40.0",Mcclain County,40.0,0.0087,39.8283,-98.5795
"Mccone County, 30.0",Mccone County,30.0,0.007266017608344555,39.8283,-98.5795
"Mccook County, 46.0",Mccook County,46.0,0.006,39.8283,-98.5795
"Mccormick County, 45.0",Mccormick County,45.0,0.018,39.8283,-98.5795
"Mccracken County, 21.0",Mccracken County,21.0,0.015537438914179802,39.8283,-98.5795
"Mccreary County, 21.0",Mccreary County,21.0,0.019823158159852028,39.8283,-98.5795
"Mcculloch County, 48.0",Mcculloch County,48.0,0.015,39.8283,-98.5795
"Mccurtain County, 40.0",Mccurtain County,40.0,0.0126,39.8283,-98.5795
"Mcdonald County, 29.0",Mcdonald County,29.0,0.0165,39.8283,-98.5795
"Mcdonough County, 17.0",Mcdonough County,17.0,0.015,39.8283,-98.5795
"Mcdowell County, 37.0",Mcdowell County,37.0,0.013737441040575504,39.8283,-98.5795
"Mcdowell County, 54.0",Mcdowell County,54.0,0.031799999999999995,39.8283,-98.5795
"Mcduffie County, 13.0",Mcduffie County,13.0,0.014701730571687222,39.8283,-98.5795
"Mchenry County, 17.0",Mchenry County,17.0,0.013608871027827263,39.8283,-98.5795
"Mchenry County, 38.0",Mchenry County,38.0,0.010480303317308426,39.8283,-98.5795
"Mcintosh County, 13.0",Mcintosh County,13.0,0.011399999999999999,39.8283,-98.5795
"Mcintosh County, 38.0",Mcintosh County,38.0,0.0073303054086863995,39.8283,-98.5795
