region,county,state,risk_score,lat,lon
"Denali Borough, 2.0",Denali Borough,2.0,0.018816016614437103,39.8283,-98.5795
"Dent County, 29.0",Dent County,29.0,0.0144,39.8283,-98.5795
"Denton County, 48.0",Denton County,48.0,0.0126,39.8283,-98.5795
"Denver County/City, 8.0",Denver County/City,8.0,0.01418744120746851,39.8283,-98.5795
"Des Moines County, 19.0",Des Moines County,19.0,0.015600000000000001,39.8283,-98.5795
"Deschutes County, 41.0",Deschutes County,41.0,0.0144,39.8283,-98.5795
"Desha County, 5.0",Desha County,5.0,0.0216,39.8283,-98.5795
"Desoto County, 12.0",Desoto County,12.0,0.0165,39.8283,-98.5795
"Desoto County, 28.0",Desoto County,28.0,0.0117,39.8283,-98.5795
"Deuel County, 31.0",Deuel County,31.0,0.009880301542580128,39.8283,-98.5795
"Deuel County, 46.0",Deuel County,46.0,0.006537444423884153,39.8283,-98.5795
"Dewey County, 40.0",Dewey County,40.0,0.006237444002181292,39.8283,-98.5795
"Dewey County, 46.0",Dewey County,46.0,0.0204,39.8283,-98.5795
"Dewitt County, 48.0",Dewitt County,48.0,0.0165,39.8283,-98.5795
"Dickens County, 48.0",Dickens County,48.0,0.0144,39.8283,-98.5795
"Dickenson County, 51.0",Dickenson County,51.0,0.015299999999999998,39.8283,-98.5795
"Dickey County, 38.0",Dickey County,38.0,0.006880301050841808,39.8283,-98.5795
"Dickinson County, 19.0",Dickinson County,19.0,0.010094583965837955,39.8283,-98.5795
"Dickinson County, 20.0",Dickinson County,20.0,0.013200000000000002,39.8283,-98.5795
"Dickinson County, 26.0",Dickinson County,26.0,0.016458868980407715,39.8283,-98.5795
"Dickson County, 47.0",Dickson County,47.0,0.009387449361383915,39.8283,-98.5795
"Dillingham Census Area, 2.0",Dillingham Census Area,2.0,0.02299458719789982,39.8283,-98.5795
"Dillon County, 45.0",Dillon County,45.0,0.0192,39.8283,-98.5795
"Dimmit County, 48.0",Dimmit County,48.0,0.021,39.8283,-98.5795
"Dinwiddie County, 51.0",Dinwiddie County,51.0,0.0111,39.8283,-98.5795
"District Of Columbia, 11.0",District Of Columbia,11.0,0.0207,39.8283,-98.5795
"Divide County, 38.0",Divide County,38.0,0.006708870641887188,39.8283,-98.5795
"Dixie County, 12.0",Dixie County,12.0,0.0168,39.8283,-98.5795
"Dixon County, 31.0",Dixon County,31.0,0.007651729509234428,39.8283,-98.5795
"Doddridge County, 54.0",Doddridge County,54.0,0.0111,39.8283,-98.5795
"Dodge County, 13.0",Dodge County,13.0,0.011144589632749557,39.8283,-98.5795
"Dodge County, 27.0",Dodge County,27.0,0.0111,39.8283,-98.5795
"Dodge County, 31.0",Dodge County,31.0,0.009001728147268295,39.8283,-98.5795
"Dodge County, 55.0",Dodge County,55.0,0.008208876475691795,39.8283,-98.5795
"Dolores County, 8.0",Dolores County,8.0,0.013716010376811028,39.8283,-98.5795
"Dona Ana County, 35.0",Dona Ana County,35.0,0.015344591811299324,39.8283,-98.5795
"Doniphan County, 20.0",Doniphan County,20.0,0.013200000000000002,39.8283,-98.5795
"Donley County, 48.0",Donley County,48.0,0.0144,39.8283,-98.5795
"Dooly County, 13.0",Dooly County,13.0,0.012601732276380062,39.8283,-98.5795
"Door County, 55.0",Door County,55.0,0.009601729921996593,39.8283,-98.5795
"Dorado Municipio, 72.0",Dorado Municipio,72.0,0.0171,39.8283,-98.5795
"Dorchester County, 24.0",Dorchester County,24.0,0.013200000000000002,39.8283,-98.5795
"Dorchester County, 45.0",Dorchester County,45.0,0.012899999999999998,39.8283,-98.5795
"Dougherty County, 13.0",Dougherty County,13.0,0.015044582076370716,39.8283,-98.5795
"Douglas County, 13.0",Douglas County,13.0,0.011444581672549248,39.8283,-98.5795
"Douglas County, 17.0",Douglas County,17.0,0.0117,39.8283,-98.5795
"Douglas County, 20.0",Douglas County,20.0,0.012,39.8283,-98.5795
"Douglas County, 27.0",Douglas County,27.0,0.0102,39.8283,-98.5795
"Douglas County, 29.0",Douglas County,29.0,0.015899999999999997,39.8283,-98.5795
"Douglas County, 31.0",Douglas County,31.0,0.009923159144818783,39.8283,-98.5795
"Douglas County, 32.0",Douglas County,32.0,0.014401734806597233,39.8283,-98.5795
"Douglas County, 41.0",Douglas County,41.0,0.0201,39.8283,-98.5795
"Douglas County, 46.0",Douglas County,46.0,0.0063,39.8283,-98.5795
"Douglas County, 53.0",Douglas County,53.0,0.015066010877490044,39.8283,-98.5795
"Douglas County, 55.0",Douglas County,55.0,0.013008875772356987,39.8283,-98.5795
"Douglas County, 8.0",Douglas County,8.0,0.0126874428242445,39.8283,-98.5795
"Drew County, 5.0",Drew County,5.0,0.0147,39.8283,-98.5795
"Dubois County, 18.0",Dubois County,18.0,0.009601729921996593,39.8283,-98.5795
"Dubuque County, 19.0",Dubuque County,19.0,0.0117,39.8283,-98.5795
"Duchesne County, 49.0",Duchesne County,49.0,0.012,39.8283,-98.5795
"Dukes County, 25.0",Dukes County,25.0,0.015666015446186066,39.8283,-98.5795
"Dundy County, 31.0",Dundy County,31.0,0.006301729939877987,39.8283,-98.5795
"Dunklin County, 29.0",Dunklin County,29.0,0.0189,39.8283,-98.5795
"Dunn County, 38.0",Dunn County,38.0,0.0078000000000000005,39.8283,-98.5795
"Dunn County, 55.0",Dunn County,55.0,0.00998744461685419,39.8283,-98.5795
"Dupage County, 17.0",Dupage County,17.0,0.013051735237240791,39.8283,-98.5795
"Duplin County, 37.0",Duplin County,37.0,0.0111,39.8283,-98.5795
"Durham County, 37.0",Durham County,37.0,0.011399999999999999,39.8283,-98.5795
"Dutchess County, 36.0",Dutchess County,36.0,0.0111,39.8283,-98.5795
"Duval County, 12.0",Duval County,12.0,0.0138,39.8283,-98.5795
"Duval County, 48.0",Duval County,48.0,0.015600000000000001,39.8283,-98.5795
"Dyer County, 47.0",Dyer County,47.0,0.010887443087995052,39.8283,-98.5795
"Eagle County, 8.0",Eagle County,8.0,0.011080301366746426,39.8283,-98.5795
"Early County, 13.0",Early County,13.0,0.0147,39.8283,-98.5795
"East Baton Rouge Parish, 22.0",East Baton Rouge Parish,22.0,0.013223153539001942,39.8283,-98.5795
"East Carroll Parish, 22.0",East Carroll Parish,22.0,0.04086600989103317,39.8283,-98.5795
"East Feliciana Parish, 22.0",East Feliciana Parish,22.0,0.013823159039020538,39.8283,-98.5795
"Eastland County, 48.0",Eastland County,48.0,0.0198,39.8283,-98.5795
"Eaton County, 26.0",Eaton County,26.0,0.015,39.8283,-98.5795
"Eau Claire County, 55.0",Eau Claire County,55.0,0.0096,39.8283,-98.5795
"Echols County, 13.0",Echols County,13.0,0.009194583632051945,39.8283,-98.5795
"Ector County, 48.0",Ector County,48.0,0.0126,39.8283,-98.5795
"Eddy County, 35.0",Eddy County,35.0,0.010308877564966679,39.8283,-98.5795
"Eddy County, 38.0",Eddy County,38.0,0.007801724597811699,39.8283,-98.5795
"Edgar County, 17.0",Edgar County,17.0,0.012899999999999998,39.8283,-98.5795
"Edgecombe County, 37.0",Edgecombe County,37.0,0.0183,39.8283,-98.5795
"Edgefield County, 45.0",Edgefield County,45.0,0.0141,39.8283,-98.5795
"Edmonson County, 21.0",Edmonson County,21.0,0.018087444826960564,39.8283,-98.5795
"Edmunds County, 46.0",Edmunds County,46.0,0.0055303010158240795,39.8283,-98.5795
"Edwards County, 17.0",Edwards County,17.0,0.012899999999999998,39.8283,-98.5795
"Edwards County, 20.0",Edwards County,20.0,0.0111,39.8283,-98.5795
"Edwards County, 48.0",Edwards County,48.0,0.0102,39.8283,-98.5795
"Effingham County, 13.0",Effingham County,13.0,0.0087,39.8283,-98.5795
"Effingham County, 17.0",Effingham County,17.0,0.011399999999999999,39.8283,-98.5795
"El Dorado County, 6.0",El Dorado County,6.0,0.015600000000000001,39.8283,-98.5795
"El Paso County, 48.0",El Paso County,48.0,0.0147,39.8283,-98.5795
"El Paso County, 8.0",El Paso County,8.0,0.01380173023790121,39.8283,-98.5795
"Elbert County, 13.0",Elbert County,13.0,0.012023159302771091,39.8283,-98.5795
"Elbert County, 8.0",Elbert County,8.0,0.01191601250320673,39.8283,-98.5795
"Elk County, 20.0",Elk County,20.0,0.0168,39.8283,-98.5795
"Elk County, 42.0",Elk County,42.0,0.015,39.8283,-98.5795
"Elkhart County, 18.0",Elkhart County,18.0,0.013501735404133797,39.8283,-98.5795
"Elko County, 32.0",Elko County,32.0,0.01249458733946085,39.8283,-98.5795
"Elliott County, 21.0",Elliott County,21.0,0.027065999805927277,39.8283,-98.5795
"Ellis County, 20.0",Ellis County,20.0,0.0102,39.8283,-98.5795
"Ellis County, 40.0",Ellis County,40.0,0.008100000000000001,39.8283,-98.5795
"Ellis County, 48.0",Ellis County,48.0,0.012899999999999998,39.8283,-98.5795
"Ellsworth County, 20.0",Ellsworth County,20.0,0.01232315693050623,39.8283,-98.5795
"Elmore County, 1.0",Elmore County,1.0,0.008016020990908146,39.8283,-98.5795
"Elmore County, 16.0",Elmore County,16.0,0.012601732276380062,39.8283,-98.5795
"Emanuel County, 13.0",Emanuel County,13.0,0.013630293309688568,39.8283,-98.5795
"Emery County, 49.0",Emery County,49.0,0.0138,39.8283,-98.5795
"Emmet County, 19.0",Emmet County,19.0,0.0135,39.8283,-98.5795
"Emmet County, 26.0",Emmet County,26.0,0.018816016614437103,39.8283,-98.5795
"Emmons County, 38.0",Emmons County,38.0,0.01285887137055397,39.8283,-98.5795
"Emporia City, 51.0",Emporia City,51.0,0.026400000000000003,39.8283,-98.5795
"Erath County, 48.0",Erath County,48.0,0.013200000000000002,39.8283,-98.5795
"Erie County, 36.0",Erie County,36.0,0.0126,39.8283,-98.5795
"Erie County, 39.0",Erie County,39.0,0.016137445345520973,39.8283,-98.5795
"Erie County, 42.0",Erie County,42.0,0.0147,39.8283,-98.5795
"Escambia County, 1.0",Escambia County,1.0,0.0121088782325387,39.8283,-98.5795
"Escambia County, 12.0",Escambia County,12.0,0.0144,39.8283,-98.5795
"Esmeralda County, 32.0",Esmeralda County,32.0,0.023380305618047714,39.8283,-98.5795
"Essex County, 25.0",Essex County,25.0,0.0147,39.8283,-98.5795
"Essex County, 34.0",Essex County,34.0,0.0207,39.8283,-98.5795
"Essex County, 36.0",Essex County,36.0,0.010266019031405449,39.8283,-98.5795
"Essex County, 50.0",Essex County,50.0,0.0108,39.8283,-98.5795
"Essex County, 51.0",Essex County,51.0,0.0135,39.8283,-98.5795
"Estill County, 21.0",Estill County,21.0,0.01937316358089447,39.8283,-98.5795
"Etowah County, 1.0",Etowah County,1.0,0.01022315863519907,39.8283,-98.5795
"Eureka County, 32.0",Eureka County,32.0,0.01945887878537178,39.8283,-98.5795
"Evangeline Parish, 22.0",Evangeline Parish,22.0,0.015323163941502571,39.8283,-98.5795
"Evans County, 13.0",Evans County,13.0,0.0099,39.8283,-98.5795
"Fairbanks North Star Borough, 2.0",Fairbanks North Star Borough,2.0,0.0121088782325387,39.8283,-98.5795
"Fairfax City, 51.0",Fairfax City,51.0,0.0105,39.8283,-98.5795
"Fairfax County, 51.0",Fairfax County,51.0,0.0111,39.8283,-98.5795
"Fairfield County, 39.0",Fairfield County,39.0,0.0135,39.8283,-98.5795
"Fairfield County, 45.0",Fairfield County,45.0,0.0177,39.8283,-98.5795
"Fajardo Municipio, 72.0",Fajardo Municipio,72.0,0.0225,39.8283,-98.5795
"Fall River County, 46.0",Fall River County,46.0,0.008100000000000001,39.8283,-98.5795
"Fallon County, 30.0",Fallon County,30.0,0.0054017300717532635,39.8283,-98.5795
"Falls Church City, 51.0",Falls Church City,51.0,0.0138,39.8283,-98.5795
"Falls County, 48.0",Falls County,48.0,0.0135,39.8283,-98.5795
"Fannin County, 13.0",Fannin County,13.0,0.010244589298963547,39.8283,-98.5795
"Fannin County, 48.0",Fannin County,48.0,0.013200000000000002,39.8283,-98.5795
"Faribault County, 27.0",Faribault County,27.0,0.012,39.8283,-98.5795
"Faulk County, 46.0",Faulk County,46.0,0.0051,39.8283,-98.5795
"Faulkner County, 5.0",Faulkner County,5.0,0.0111,39.8283,-98.5795
"Fauquier County, 51.0",Fauquier County,51.0,0.0087,39.8283,-98.5795
"Fayette County, 1.0",Fayette County,1.0,0.009730301797389984,39.8283,-98.5795
"Fayette County, 13.0",Fayette County,13.0,0.0105,39.8283,-98.5795
"Fayette County, 17.0",Fayette County,17.0,0.015,39.8283,-98.5795
"Fayette County, 18.0",Fayette County,18.0,0.013973163440823555,39.8283,-98.5795
"Fayette County, 19.0",Fayette County,19.0,0.0117,39.8283,-98.5795
"Fayette County, 21.0",Fayette County,21.0,0.012644587084650993,39.8283,-98.5795
"Fayette County, 39.0",Fayette County,39.0,0.015899999999999997,39.8283,-98.5795
"Fayette County, 42.0",Fayette County,42.0,0.0177,39.8283,-98.5795
"Fayette County, 47.0",Fayette County,47.0,0.011508873663842678,39.8283,-98.5795
"Fayette County, 48.0",Fayette County,48.0,0.012899999999999998,39.8283,-98.5795
"Fayette County, 54.0",Fayette County,54.0,0.0135,39.8283,-98.5795
"Fentress County, 47.0",Fentress County,47.0,0.011444581672549248,39.8283,-98.5795
"Fergus County, 30.0",Fergus County,30.0,0.008680304512381554,39.8283,-98.5795
"Ferry County, 53.0",Ferry County,53.0,0.021987443789839745,39.8283,-98.5795
"Fillmore County, 27.0",Fillmore County,27.0,0.0096,39.8283,-98.5795
"Fillmore County, 31.0",Fillmore County,31.0,0.0064731561578810215,39.8283,-98.5795
"Finney County, 20.0",Finney County,20.0,0.0099,39.8283,-98.5795
"Fisher County, 48.0",Fisher County,48.0,0.0105,39.8283,-98.5795
"Flagler County, 12.0",Flagler County,12.0,0.016200000000000003,39.8283,-98.5795
"Flathead County, 30.0",Flathead County,30.0,0.009066016413271427,39.8283,-98.5795
"Fleming County, 21.0",Fleming County,21.0,0.018687443807721138,39.8283,-98.5795
"Florence County, 45.0",Florence County,45.0,0.015600000000000001,39.8283,-98.5795
"Florence County, 55.0",Florence County,55.0,0.011380301788449287,39.8283,-98.5795
"Florida Municipio, 72.0",Florida Municipio,72.0,0.0237,39.8283,-98.5795
"Floyd County, 13.0",Floyd County,13.0,0.0111,39.8283,-98.5795
"Floyd County, 18.0",Floyd County,18.0,0.011230300180613995,39.8283,-98.5795
"Floyd County, 19.0",Floyd County,19.0,0.012299999999999998,39.8283,-98.5795
"Floyd County, 21.0",Floyd County,21.0,0.021173158660531044,39.8283,-98.5795
"Floyd County, 48.0",Floyd County,48.0,0.0135,39.8283,-98.5795
"Floyd County, 51.0",Floyd County,51.0,0.0111,39.8283,-98.5795
"Fluvanna County, 51.0",Fluvanna County,51.0,0.0099,39.8283,-98.5795
"Foard County, 48.0",Foard County,48.0,0.0105,39.8283,-98.5795
"Fond Du Lac County, 55.0",Fond Du Lac County,55.0,0.009516015648841858,39.8283,-98.5795
"Ford County, 17.0",Ford County,17.0,0.0141,39.8283,-98.5795
"Ford County, 20.0",Ford County,20.0,0.0099,39.8283,-98.5795
"Forest County, 42.0",Forest County,42.0,0.0177,39.8283,-98.5795
"Forest County, 55.0",Forest County,55.0,0.01266601774841547,39.8283,-98.5795
"Forrest County, 28.0",Forrest County,28.0,0.012299999999999998,39.8283,-98.5795
"Forsyth County, 13.0",Forsyth County,13.0,0.008573158644139767,39.8283,-98.5795
"Forsyth County, 37.0",Forsyth County,37.0,0.0126,39.8283,-98.5795
"Fort Bend County, 48.0",Fort Bend County,48.0,0.0144,39.8283,-98.5795
"Foster County, 38.0",Foster County,38.0,0.006001729983836412,39.8283,-98.5795
"Fountain County, 18.0",Fountain County,18.0,0.012001730501651764,39.8283,-98.5795
"Franklin City, 51.0",Franklin City,51.0,0.015899999999999997,39.8283,-98.5795
"Franklin County, 1.0",Franklin County,1.0,0.00908744428306818,39.8283,-98.5795
"Franklin County, 12.0",Franklin County,12.0,0.015299999999999998,39.8283,-98.5795
"Franklin County, 13.0",Franklin County,13.0,0.010951732285320759,39.8283,-98.5795
"Franklin County, 16.0",Franklin County,16.0,0.009794589132070541,39.8283,-98.5795
"Franklin County, 17.0",Franklin County,17.0,0.015899999999999997,39.8283,-98.5795
"Franklin County, 18.0",Franklin County,18.0,0.010866014286875725,39.8283,-98.5795
"Franklin County, 19.0",Franklin County,19.0,0.0108,39.8283,-98.5795
"Franklin County, 20.0",Franklin County,20.0,0.012899999999999998,39.8283,-98.5795
"Franklin County, 21.0",Franklin County,21.0,0.013823159039020538,39.8283,-98.5795
"Franklin County, 23.0",Franklin County,23.0,0.012023159302771091,39.8283,-98.5795
"Franklin County, 25.0",Franklin County,25.0,0.0126,39.8283,-98.5795
"Franklin County, 28.0",Franklin County,28.0,0.0168,39.8283,-98.5795
"Franklin County, 29.0",Franklin County,29.0,0.012299999999999998,39.8283,-98.5795
"Franklin County, 31.0",Franklin County,31.0,0.008616016246378422,39.8283,-98.5795
"Franklin County, 36.0",Franklin County,36.0,0.012899999999999998,39.8283,-98.5795
"Franklin County, 37.0",Franklin County,37.0,0.0111,39.8283,-98.5795
"Franklin County, 39.0",Franklin County,39.0,0.0147,39.8283,-98.5795
"Franklin County, 42.0",Franklin County,42.0,0.0135,39.8283,-98.5795
"Franklin County, 47.0",Franklin County,47.0,0.012,39.8283,-98.5795
"Franklin County, 48.0",Franklin County,48.0,0.012,39.8283,-98.5795
"Franklin County, 5.0",Franklin County,5.0,0.012899999999999998,39.8283,-98.5795
"Franklin County, 50.0",Franklin County,50.0,0.008100000000000001,39.8283,-98.5795
"Franklin County, 51.0",Franklin County,51.0,0.0117,39.8283,-98.5795
"Franklin County, 53.0",Franklin County,53.0,0.015837449580430984,39.8283,-98.5795
"Franklin Parish, 22.0",Franklin Parish,22.0,0.017637450248003006,39.8283,-98.5795
"Frederick County, 24.0",Frederick County,24.0,0.0108,39.8283,-98.5795
"Frederick County, 51.0",Frederick County,51.0,0.0099,39.8283,-98.5795
"Fredericksburg City, 51.0",Fredericksburg City,51.0,0.0126,39.8283,-98.5795
"Freeborn County, 27.0",Freeborn County,27.0,0.011399999999999999,39.8283,-98.5795
"Freestone County, 48.0",Freestone County,48.0,0.015899999999999997,39.8283,-98.5795
"Fremont County, 16.0",Fremont County,16.0,0.011466012336313725,39.8283,-98.5795
"Fremont County, 19.0",Fremont County,19.0,0.012,39.8283,-98.5795
"Fremont County, 56.0",Fremont County,56.0,0.012151732109487057,39.8283,-98.5795
"Fremont County, 8.0",Fremont County,8.0,0.018644588068127632,39.8283,-98.5795
"Fresno County, 6.0",Fresno County,6.0,0.024558866396546364,39.8283,-98.5795
"Frio County, 48.0",Frio County,48.0,0.020187444984912872,39.8283,-98.5795
"Frontier County, 31.0",Frontier County,31.0,0.009966013953089714,39.8283,-98.5795
"Fulton County, 13.0",Fulton County,13.0,0.01116601750254631,39.8283,-98.5795
"Fulton County, 17.0",Fulton County,17.0,0.0138,39.8283,-98.5795
"Fulton County, 18.0",Fulton County,18.0,0.013051735237240791,39.8283,-98.5795
"Fulton County, 21.0",Fulton County,21.0,0.016716022044420242,39.8283,-98.5795
"Fulton County, 36.0",Fulton County,36.0,0.0126,39.8283,-98.5795
"Fulton County, 39.0",Fulton County,39.0,0.015858883038163185,39.8283,-98.5795
"Fulton County, 42.0",Fulton County,42.0,0.0138,39.8283,-98.5795
"Fulton County, 5.0",Fulton County,5.0,0.016200000000000003,39.8283,-98.5795
"Furnas County, 31.0",Furnas County,31.0,0.008530300110578537,39.8283,-98.5795
"Gadsden County, 12.0",Gadsden County,12.0,0.0165,39.8283,-98.5795
"Gage County, 31.0",Gage County,31.0,0.010116014629602432,39.8283,-98.5795
"Gaines County, 48.0",Gaines County,48.0,0.011399999999999999,39.8283,-98.5795
"Galax City, 51.0",Galax City,51.0,0.01135887112468481,39.8283,-98.5795
"Gallatin County, 17.0",Gallatin County,17.0,0.016200000000000003,39.8283,-98.5795
"Gallatin County, 21.0",Gallatin County,21.0,0.015066010877490044,39.8283,-98.5795
"Gallatin County, 30.0",Gallatin County,30.0,0.0069,39.8283,-98.5795
"Gallia County, 39.0",Gallia County,39.0,0.0174,39.8283,-98.5795
"Galveston County, 48.0",Galveston County,48.0,0.0147,39.8283,-98.5795
"Garden County, 31.0",Garden County,31.0,0.009923159144818783,39.8283,-98.5795
"Garfield County, 30.0",Garfield County,30.0,0.007716016378253698,39.8283,-98.5795
"Garfield County, 31.0",Garfield County,31.0,0.009623153135180473,39.8283,-98.5795
"Garfield County, 40.0",Garfield County,40.0,0.0093,39.8283,-98.5795
"Garfield County, 49.0",Garfield County,49.0,0.02113030105829239,39.8283,-98.5795
"Garfield County, 53.0",Garfield County,53.0,0.013630293309688568,39.8283,-98.5795
"Garfield County, 8.0",Garfield County,8.0,0.01097315363585949,39.8283,-98.5795
"Garland County, 5.0",Garland County,5.0,0.0126,39.8283,-98.5795
"Garrard County, 21.0",Garrard County,21.0,0.01476601604372263,39.8283,-98.5795
"Garrett County, 24.0",Garrett County,24.0,0.0126,39.8283,-98.5795
"Garvin County, 40.0",Garvin County,40.0,0.011399999999999999,39.8283,-98.5795
"Garza County, 48.0",Garza County,48.0,0.013201722875237465,39.8283,-98.5795
"Gasconade County, 29.0",Gasconade County,29.0,0.012299999999999998,39.8283,-98.5795
"Gaston County, 37.0",Gaston County,37.0,0.012299999999999998,39.8283,-98.5795
"Gates County, 37.0",Gates County,37.0,0.012,39.8283,-98.5795
"Geary County, 20.0",Geary County,20.0,0.016200000000000003,39.8283,-98.5795
"Geauga County, 39.0",Geauga County,39.0,0.01101601216942072,39.8283,-98.5795
"Gem County, 16.0",Gem County,16.0,0.011808871291577816,39.8283,-98.5795
"Genesee County, 26.0",Genesee County,26.0,0.0204,39.8283,-98.5795
"Genesee County, 36.0",Genesee County,36.0,0.0102,39.8283,-98.5795
"Geneva County, 1.0",Geneva County,1.0,0.009130301885306835,39.8283,-98.5795
"Gentry County, 29.0",Gentry County,29.0,0.0126,39.8283,-98.5795
"George County, 28.0",George County,28.0,0.0171,39.8283,-98.5795
"Georgetown County, 45.0",Georgetown County,45.0,0.0177,39.8283,-98.5795
"Gibson County, 18.0",Gibson County,18.0,0.010137442499399185,39.8283,-98.5795
"Gibson County, 47.0",Gibson County,47.0,0.01195887103676796,39.8283,-98.5795
"Gila County, 4.0",Gila County,4.0,0.013200000000000002,39.8283,-98.5795
"Gilchrist County, 12.0",Gilchrist County,12.0,0.0144,39.8283,-98.5795
"Giles County, 47.0",Giles County,47.0,0.013351730071008205,39.8283,-98.5795
"Giles County, 51.0",Giles County,51.0,0.0195,39.8283,-98.5795
"Gillespie County, 48.0",Gillespie County,48.0,0.0108,39.8283,-98.5795
"Gilliam County, 41.0",Gilliam County,41.0,0.0165,39.8283,-98.5795
"Gilmer County, 13.0",Gilmer County,13.0,0.009473158977925777,39.8283,-98.5795
"Gilmer County, 54.0",Gilmer County,54.0,0.014144581742584705,39.8283,-98.5795
"Gilpin County, 8.0",Gilpin County,8.0,0.011937443166971207,39.8283,-98.5795
"Glacier County, 30.0",Glacier County,30.0,0.012837440706789494,39.8283,-98.5795
"Glades County, 12.0",Glades County,12.0,0.0195,39.8283,-98.5795
"Gladwin County, 26.0",Gladwin County,26.0,0.021537449210882187,39.8283,-98.5795
"Glascock County, 13.0",Glascock County,13.0,0.0099,39.8283,-98.5795
"Glasscock County, 48.0",Glasscock County,48.0,0.0099,39.8283,-98.5795
"Glenn County, 6.0",Glenn County,6.0,0.0219,39.8283,-98.5795
"Gloucester County, 34.0",Gloucester County,34.0,0.0168,39.8283,-98.5795
"Gloucester County, 51.0",Gloucester County,51.0,0.0093,39.8283,-98.5795
"Glynn County, 13.0",Glynn County,13.0,0.0093,39.8283,-98.5795
"Gogebic County, 26.0",Gogebic County,26.0,0.01967315934598446,39.8283,-98.5795
"Golden Valley County, 30.0",Golden Valley County,30.0,0.00893744919449091,39.8283,-98.5795
"Golden Valley County, 38.0",Golden Valley County,38.0,0.0078000000000000005,39.8283,-98.5795
"Goliad County, 48.0",Goliad County,48.0,0.0165,39.8283,-98.5795
"Gonzales County, 48.0",Gonzales County,48.0,0.0126,39.8283,-98.5795
"Goochland County, 51.0",Goochland County,51.0,0.0096,39.8283,-98.5795
"Goodhue County, 27.0",Goodhue County,27.0,0.012299999999999998,39.8283,-98.5795
"Gooding County, 16.0",Gooding County,16.0,0.010030302219092846,39.8283,-98.5795
"Gordon County, 13.0",Gordon County,13.0,0.010437444783747196,39.8283,-98.5795
"Goshen County, 56.0",Goshen County,56.0,0.010308877564966679,39.8283,-98.5795
"Gosper County, 31.0",Gosper County,31.0,0.00850886944681406,39.8283,-98.5795
"Gove County, 20.0",Gove County,20.0,0.0126,39.8283,-98.5795
"Grady County, 13.0",Grady County,13.0,0.0102,39.8283,-98.5795
"Grady County, 40.0",Grady County,40.0,0.0099,39.8283,-98.5795
"Grafton County, 33.0",Grafton County,33.0,0.0084,39.8283,-98.5795
"Graham County, 20.0",Graham County,20.0,0.0135,39.8283,-98.5795
"Graham County, 37.0",Graham County,37.0,0.010716019198298454,39.8283,-98.5795
"Graham County, 4.0",Graham County,4.0,0.0126,39.8283,-98.5795
"Grainger County, 47.0",Grainger County,47.0,0.011551730334758759,39.8283,-98.5795
"Grand County, 49.0",Grand County,49.0,0.011508873663842678,39.8283,-98.5795
"Grand County, 8.0",Grand County,8.0,0.011058873496949673,39.8283,-98.5795
"Grand Forks County, 38.0",Grand Forks County,38.0,0.0068160174414515495,39.8283,-98.5795
"Grand Isle County, 50.0",Grand Isle County,50.0,0.0093,39.8283,-98.5795
"Grand Traverse County, 26.0",Grand Traverse County,26.0,0.013137446716427803,39.8283,-98.5795
"Granite County, 30.0",Granite County,30.0,0.01348030660301447,39.8283,-98.5795
"Grant County, 18.0",Grant County,18.0,0.0141,39.8283,-98.5795
"Grant County, 20.0",Grant County,20.0,0.013200000000000002,39.8283,-98.5795
"Grant County, 21.0",Grant County,21.0,0.014744587242603302,39.8283,-98.5795
"Grant County, 27.0",Grant County,27.0,0.0141,39.8283,-98.5795
"Grant County, 31.0",Grant County,31.0,0.0094517283141613,39.8283,-98.5795
"Grant County, 35.0",Grant County,35.0,0.01285887137055397,39.8283,-98.5795
"Grant County, 38.0",Grant County,38.0,0.0075,39.8283,-98.5795
"Grant County, 40.0",Grant County,40.0,0.0084,39.8283,-98.5795
"Grant County, 41.0",Grant County,41.0,0.01997314766049385,39.8283,-98.5795
"Grant County, 46.0",Grant County,46.0,0.008230304345488548,39.8283,-98.5795
"Grant County, 5.0",Grant County,5.0,0.0105,39.8283,-98.5795
"Grant County, 53.0",Grant County,53.0,0.01845172978937626,39.8283,-98.5795
"Grant County, 54.0",Grant County,54.0,0.0117,39.8283,-98.5795
"Grant County, 55.0",Grant County,55.0,0.009773161262273788,39.8283,-98.5795
"Grant Parish, 22.0",Grant Parish,22.0,0.013416018337011337,39.8283,-98.5795
"Granville County, 37.0",Granville County,37.0,0.012,39.8283,-98.5795
"Gratiot County, 26.0",Gratiot County,26.0,0.018430301919579506,39.8283,-98.5795
"Graves County, 21.0",Graves County,21.0,0.01380173023790121,39.8283,-98.5795
"Gray County, 20.0",Gray County,20.0,0.0096,39.8283,-98.5795
"Gray County, 48.0",Gray County,48.0,0.012899999999999998,39.8283,-98.5795
"Grays Harbor County, 53.0",Grays Harbor County,53.0,0.018023163080215454,39.8283,-98.5795
"Grayson County, 21.0",Grayson County,21.0,0.01870886981487274,39.8283,-98.5795
"Grayson County, 48.0",Grayson County,48.0,0.013200000000000002,39.8283,-98.5795
"Grayson County, 51.0",Grayson County,51.0,0.013200000000000002,39.8283,-98.5795
"Greater Bridgeport Planning Region, 9.0",Greater Bridgeport Planning Region,9.0,0.013200000000000002,39.8283,-98.5795
"Greeley County, 20.0",Greeley County,20.0,0.012,39.8283,-98.5795
